#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
294,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,26,,larval,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.5,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
295,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,380,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.5,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
296,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,380,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.6,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
297,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,747,female,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.6,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
298,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,747,female,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
299,Collection,USNM,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/27/1988,2,27,1988,vial,,,stream,PreservedSpecimen,1,1,0,0,2,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,,1000,WGS84,P.N. Hogan,,Maryland Plecoptera Project,No Restrictions,,182,-77.4663,39.4845
300,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,12/10/1996,12,10,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,7,1,0,0,8,"male, female, ",adult,USA,US,Maryland,Frederick,Hunting Creek,"Re. 77, ca. 1 mi SW U.S. 15",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,218,-77.43537,39.62108
301,Collection,INHS,Plecoptera 10071,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,T.H. Frison,NA,2/13/1938,2,13,1938,Vial,R.E. Yeatter,,,,10,0,0,0,10,,,USA,US,Maryland,Garrett,Shade Run,Grantsville,10000,,,,Maryland Plecoptera Project,No restrictions,,709,-79.15139,39.695
302,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/14/2020,3,14,2020,vial,P.N. Hogan,PNH-087-20,stream,Preservedspecimen,2,2,0,0,4,"male, female",adult,USA,US,Maryland,Garrett,tributary to Lake Konoshawnee,"stream alongside Snaggy Mountain Rd., 800 m from lake, Garrett State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,736,-79.46265,39.45917
303,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/18/2020,3,18,2020,vial,P.N. Hogan,PNH-107-20,stream,Preservedspecimen,0,1,0,0,1,female,adult,USA,US,Maryland,Garrett,tributary to Murley Run,"up trail from Snaggy Mountain Rd., first right onto logging Rd., Garrett State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,774,-79.466,39.49402
304,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/16/2020,3,16,2020,vial,P.N. Hogan,PNH-092-20,stream,Preservedspecimen,0,1,0,0,1,female,adult,USA,US,Maryland,Garrett,Crabtree Creek,"bridge on Savage River Rd., Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,454,-79.15527,39.50424
305,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/16/2020,3,16,2020,vial,P.N. Hogan,PNH-093-20,stream,Preservedspecimen,0,3,0,0,3,female,adult,USA,US,Maryland,Garrett,Middle Fork Crabtree Creek,"bridge on Savage River Rd., Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,452,-79.15421,39.51271
306,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/20/2020,3,20,2020,vial,P.N. Hogan,PNH-127-20,stream,Preservedspecimen,0,1,0,0,1,female,adult,USA,US,Maryland,Garrett,Middle Fork Crabtree Creek,"bridge on Savage River Rd., Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,452,-79.15424,39.51272
307,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/20/2020,3,20,2020,vial,P.N. Hogan,PNH-130-20,stream,Preservedspecimen,1,1,0,0,2,"male, female",adult,USA,US,Maryland,Garrett,Middle Fork Crabtree Creek,"west of first tributary on south side roughly 400 m westward, Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,488,-79.16692,39.51436
308,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/20/2020,3,20,2020,vial,P.N. Hogan,PNH-131-20,stream,Preservedspecimen,1,3,0,0,4,"male, female",adult,USA,US,Maryland,Garrett,Middle Fork Crabtree Creek,"north bank, 150 ft from spring, Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,477,-79.15975,39.51461
309,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/13/2020,3,13,2020,vial,P.N. Hogan,PNH-083-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,Casselman River,handicapped fisherman river access under I-68 off US-40,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,644,-79.14031,39.69512
310,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/16/2020,3,16,2020,vial,P.N. Hogan,PNH-100-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,Casselman River,first bridge on River Rd. heading north,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,637,-79.13657,39.70197
311,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/12/2020,3,12,2020,vial,P.N. Hogan,PNH-073-20,stream,Preservedspecimen,0,2,0,0,2,female,adult,USA,US,Maryland,Garrett,Savage River,"Savage River Rd. bridge closest to Warnick Run, Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,522,-79.08465,39.58801
312,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/12/2020,3,12,2020,vial,P.N. Hogan,PNH-076-20,stream,Preservedspecimen,3,8,0,0,11,"male, female",adult,USA,US,Maryland,Garrett,Savage River,"bridge, Mount Aetna Tract of Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,688,-79.02006,39.6433
313,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/13/2020,3,13,2020,vial,P.N. Hogan,PNH-081-20,stream,Preservedspecimen,4,2,0,0,6,"male, female",adult,USA,US,Maryland,Garrett,Savage River,"bridge, Mount Aetna Tract of Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,688,-79.02006,39.6433
314,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/14/2020,3,14,2020,vial,P.N. Hogan,PNH-090-20,stream,Preservedspecimen,9,19,0,0,28,"male, female",adult,USA,US,Maryland,Garrett,Savage River,bridge in Mount Aetna Tract of Savage River State Forest,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,688,-79.02006,39.6433
315,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/16/2020,3,16,2020,vial,P.N. Hogan,PNH-098-20,stream,Preservedspecimen,1,0,0,0,1,female,adult,USA,US,Maryland,Garrett,Bluelick Run,"Pea Spur Rd., just after intersection of Savage River Rd. with Westernport Rd.",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,536,-79.08294,39.59921
316,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/16/2020,3,16,2020,vial,P.N. Hogan,PNH-099-20,stream,Preservedspecimen,2,12,0,0,14,"male, female",adult,USA,US,Maryland,Garrett,Savage River,bridge in Mount Aetna Tract of Savage River State Forest,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,688,-79.02005,39.64332
317,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/19/2020,3,19,2020,vial,P.N. Hogan,PNH-116-20,stream,Preservedspecimen,9,26,0,0,35,"male, female",adult,USA,US,Maryland,Garrett,Savage River,"bridge closest to Warnick Run on Savage River Rd., Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,522,-79.08465,39.588
318,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/19/2020,3,19,2020,vial,P.N. Hogan,PNH-122-20,stream,Preservedspecimen,0,4,0,0,4,female,adult,USA,US,Maryland,Garrett,Savage River,bridge in Mount Aetna Tract of Savage River State Forest,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,688,-79.0201,39.64333
319,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,P.N. Hogan,2020,3/20/2020,3,20,2020,vial,P.N. Hogan,PNH-125-20,stream,Preservedspecimen,4,5,0,0,9,"male, female",adult,USA,US,Maryland,Garrett,Savage River,"bridge on Savage River Rd., near Warnick Run, Savage River State Forest",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,522,-79.08466,39.58795
320,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,1/30/1995,1,30,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,female ,adult,USA,US,Maryland,Garrett,Bear Creek,Fish Hatchery Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,Original listing as Friendsville Community Park,633,-79.29617,39.65022
321,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/31/1996,3,31,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,5,0,0,1,female ,adult,USA,US,Maryland,Garrett,Middle Fork,Savage River Rd. ,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,452,-79.15479,39.51303
322,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/6/1997,3,6,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,Mill Run,"Mill Run Rd., 0.1 mi E Rte. 53",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,481,-79.35825,39.70851
323,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,female ,adult,USA,US,Maryland,Garrett,Pine Swamp Run,"Pine Swamp Rd., 2 mi W Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,768,-79.10183,39.55218
324,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,Poplar Lick Run,,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,662,-79.14648,39.60688
325,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/19/1996,2,19,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,seep into Savage River,"Savage River Rd., 0.3 mi upstream Savage River Reservoir",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,452,-79.12955,39.54459
326,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/3/1996,3,3,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,spring into Savage River,0.7 mi downstream confluence with Poplar Lick Run,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,508,-79.09752,39.57844
327,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/18/1996,3,18,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,spring into Savage River,0.7 mi downstream confluence with Poplar Lick Run,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,508,-79.09752,39.57844
328,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"spring, North Prong. Lostland Run",nr. confluence with South Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,653,-79.25442,39.37202
329,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"spring, South Prong. Lostland Run",0.5 mi SE North Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,739,-79.27712,39.38217
330,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/14/1996,4,14,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Little Laurel Run","W. Shale Rd., 1.8 mi SW New Germany Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,837,-79.1493,39.6311
331,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/25/1996,3,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,3,0,0,1,male,adult,USA,US,Maryland,Garrett,"tributary, Mill Run","near Westernport Rd., 1.8 mi S Pine Swamp Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,631,-79.06383,39.54579
332,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/2/1996,3,2,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.6 mi E Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,760,-79.06153,39.5814
333,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/25/1996,2,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,6,3,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.3 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.44988,39.50614
334,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/31/1996,3,31,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.6 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.4457,39.50762
335,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/27/1996,4,27,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.6 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.4457,39.50762
336,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,1/30/1995,1,30,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,2,0,0,1,male,adult,USA,US,Maryland,Garrett,Youghiogheny River,"Sang Rd., Sang Run Community Park",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,605,-79.42675,39.56504
